性別,住居,妊娠検査,避妊具,生理処理用品,葉酸サプリ,妊婦用ビタミン剤,マタニティヨガ,抱き枕,ジンジャーエール,シーバンド,煙草の購入停止,煙草,禁煙用品,ワイン購入停止,ワイン,マタニティドレス,妊娠
M,P,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,H,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,H,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
M,H,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
F,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M,A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
F,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,H,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
U,A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
F,H,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
F,H,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
F,H,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,A,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
M,H,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
M,H,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
F,H,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
F,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,H,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
F,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,A,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
F,H,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
U,A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,H,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
F,A,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M,A,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
M,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,H,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,H,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
U,H,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M,H,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U,A,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
F,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,P,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
F,P,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,H,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
F,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,H,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,H,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
F,H,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,H,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
F,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,H,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
F,A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,H,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
F,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
U,A,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
F,A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M,H,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
U,H,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,H,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
F,H,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
F,A,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
U,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,H,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U,P,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
M,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,A,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,H,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
F,A,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
F,A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,H,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
M,A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
F,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,H,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
F,H,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
M,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,A,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
F,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M,A,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
M,A,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
M,A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,H,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
M,H,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
F,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,P,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
U,A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
F,A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M,H,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
F,H,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
F,A,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
F,A,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
F,H,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
F,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,H,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
F,H,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,A,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
M,A,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
F,H,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
M,H,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
F,H,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
F,A,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
F,A,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
M,H,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
U,A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
U,H,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M,P,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,H,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
U,H,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M,H,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,H,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
M,A,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
M,A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
F,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,H,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
F,P,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
F,A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,H,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
U,H,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M,H,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
M,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,H,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M,H,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,A,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M,P,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
M,A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
U,A,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
M,A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
M,H,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
M,A,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
F,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,P,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U,H,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
F,P,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
F,H,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
F,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,P,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M,P,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
M,A,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
M,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,H,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
F,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,A,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
F,A,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
M,H,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
U,H,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,H,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
U,H,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M,H,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
F,H,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M,H,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
F,A,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
U,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,H,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
F,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,H,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,A,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
M,A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M,H,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
F,P,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
M,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,H,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
F,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,A,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,H,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
U,A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
U,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,A,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
F,H,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M,P,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
F,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,A,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,H,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M,H,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M,H,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
F,A,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
U,P,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
U,H,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
M,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,H,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
M,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,H,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
U,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
